0	0.0 
1	0.0 
2	0.0 
3	0.0 
4	0.0 
5	0.0 
6	0.0 
7	0.0 
8	0.0 
9	0.0 
10	0.0 
11	0.0 
12	0.2 
13	1.7 
14	5.4 
15	9.9 
16	13.1 
17	16.9 
18	21.7 
19	26.0 
20	27.5 
21	28.1 
22	28.3 
23	28.8 
24	29.1 
25	30.8 
26	31.9 
27	34.1 
28	36.6 
29	39.1 
30	41.3 
31	42.5 
32	43.3 
33	43.9 
34	44.4 
35	44.5 
36	44.2 
37	42.7 
38	39.9 
39	37.0 
40	34.6 
41	32.3 
42	29.0 
43	25.1 
44	22.2 
45	20.9 
46	20.4 
47	19.5 
48	18.4 
49	17.8 
50	17.8 
51	17.4 
52	15.7 
53	13.1 
54	12.1 
55	12.0 
56	12.0 
57	12.0 
58	12.3 
59	12.6 
60	14.7 
61	15.3 
62	15.9 
63	16.2 
64	17.1 
65	17.8 
66	18.1 
67	18.4 
68	20.3 
69	23.2 
70	26.5 
71	29.8 
72	32.6 
73	34.4 
74	35.5 
75	36.4 
76	37.4 
77	38.5 
78	39.3 
79	39.5 
80	39.0 
81	38.5 
82	37.3 
83	37.0 
84	36.7 
85	35.9 
86	35.3 
87	34.6 
88	34.2 
89	31.9 
90	27.3 
91	22.0 
92	17.0 
93	14.2 
94	12.0 
95	9.1 
96	5.8 
97	3.6 
98	2.2 
99	0.0 
100	0.0 
